date,month,wind_speed,temperature,humidity
2015-10-20,10,6.658,30.063,57.257
2015-10-21,10,6.597,30.001,57.203
2015-10-22,10,6.577,29.915,56.980
2015-10-23,10,6.538,29.803,56.746
2015-10-24,10,6.394,29.684,56.679
2015-10-25,10,6.406,29.590,56.448
2015-10-26,10,6.410,29.476,56.300
2015-10-27,10,6.429,29.355,56.146
2015-10-28,10,6.464,29.165,56.133
2015-10-29,10,6.340,28.990,56.250
2015-10-30,10,6.142,28.832,56.464
2015-10-31,10,5.907,28.670,56.826
2015-11-01,11,5.710,28.520,57.241
2015-11-02,11,5.548,28.382,57.611
2015-11-03,11,5.367,28.249,58.032
2015-11-04,11,5.255,28.130,58.395
2015-11-05,11,5.213,27.978,58.952
2015-11-06,11,5.093,27.835,59.419
2015-11-07,11,4.916,27.672,59.884
2015-11-08,11,4.777,27.520,60.256
2015-11-09,11,4.646,27.362,60.709
2015-11-10,11,4.557,27.228,61.090
2015-11-11,11,4.582,27.057,61.174
2015-11-12,11,4.655,26.886,61.262
2015-11-13,11,4.701,26.728,61.345
2015-11-14,11,4.752,26.551,61.422
2015-11-15,11,4.728,26.386,61.539
2015-11-16,11,4.755,26.228,61.406
2015-11-17,11,4.717,26.043,61.085
2015-11-18,11,4.755,25.840,60.808
2015-11-19,11,4.678,25.663,60.734
2015-11-20,11,4.589,25.469,60.759
2015-11-21,11,4.442,25.278,60.814
2015-11-22,11,4.222,25.111,60.874
2015-11-23,11,4.029,24.924,61.226
2015-11-24,11,3.914,24.757,61.453
2015-11-25,11,3.906,24.592,61.501
2015-11-26,11,3.873,24.447,61.524
2015-11-27,11,3.850,24.285,61.653
2015-11-28,11,3.710,24.114,62.112
2015-11-29,11,3.591,23.932,62.685
2015-11-30,11,3.513,23.789,63.204
2015-12-01,12,3.297,23.638,63.621
2015-12-02,12,3.019,23.440,63.951
2015-12-03,12,3.088,23.251,64.215
2015-12-04,12,3.142,23.063,64.351
2015-12-05,12,3.080,22.882,64.538
2015-12-06,12,2.996,22.690,64.707
2015-12-07,12,2.961,22.511,64.903
2015-12-08,12,2.878,22.343,65.095
2015-12-09,12,2.824,22.174,65.487
2015-12-10,12,2.744,22.015,65.915
2015-12-11,12,2.775,21.815,66.311
2015-12-12,12,2.786,21.544,66.779
2015-12-13,12,2.763,21.290,66.836
2015-12-14,12,2.878,21.052,66.796
2015-12-15,12,2.952,20.807,66.817
2015-12-16,12,2.909,20.557,66.846
2015-12-17,12,2.739,20.313,66.878
2015-12-18,12,2.755,20.059,66.961
2015-12-19,12,2.765,19.803,67.078
2015-12-20,12,2.749,19.557,67.213
2015-12-21,12,2.699,19.355,67.526
2015-12-22,12,2.630,19.155,67.996
2015-12-23,12,2.664,18.949,68.465
2015-12-24,12,2.672,18.697,68.824
2015-12-25,12,2.672,18.461,69.057
2015-12-26,12,2.722,18.261,69.228
2015-12-27,12,2.722,18.170,69.328
2015-12-28,12,2.873,18.086,69.238
2015-12-29,12,2.969,17.986,69.201
2015-12-30,12,2.985,17.872,69.240
2015-12-31,12,3.004,17.740,69.255
2016-01-01,1,3.014,17.596,69.270
2016-01-02,1,3.041,17.429,69.403
2016-01-03,1,3.111,17.273,69.499
2016-01-04,1,3.026,17.167,69.530
2016-01-05,1,2.997,17.050,69.771
2016-01-06,1,3.017,16.975,69.884
2016-01-07,1,2.986,16.895,70.163
2016-01-08,1,3.105,16.791,70.323
2016-01-09,1,3.235,16.676,70.199
2016-01-10,1,3.204,16.572,70.447
2016-01-11,1,3.134,16.470,70.686
2016-01-12,1,3.146,16.397,70.858
2016-01-13,1,3.173,16.329,71.128
2016-01-14,1,3.245,16.213,71.435
2016-01-15,1,3.378,16.065,71.999
2016-01-16,1,3.480,15.961,72.527
2016-01-17,1,3.442,15.886,72.861
2016-01-18,1,3.451,15.798,73.123
2016-01-19,1,3.521,15.696,73.499
2016-01-20,1,3.601,15.585,73.775
2016-01-21,1,3.725,15.477,73.914
2016-01-22,1,3.785,15.390,74.079
2016-01-23,1,3.812,15.322,74.293
2016-01-24,1,3.826,15.185,74.791
2016-01-25,1,3.886,15.047,75.056
2016-01-26,1,3.886,14.981,75.280
2016-01-27,1,3.934,14.961,75.064
2016-01-28,1,3.999,14.940,74.866
2016-01-29,1,4.026,14.941,74.670
2016-01-30,1,4.019,14.956,74.666
2016-01-31,1,4.113,14.944,74.768
2016-02-01,2,4.114,14.914,74.693
2016-02-02,2,4.185,14.875,74.499
2016-02-03,2,4.297,14.802,74.402
2016-02-04,2,4.389,14.789,74.020
2016-02-05,2,4.387,14.707,73.917
2016-02-06,2,4.431,14.655,73.887
2016-02-07,2,4.420,14.609,73.868
2016-02-08,2,4.483,14.577,73.700
2016-02-09,2,4.495,14.586,73.527
2016-02-10,2,4.457,14.667,73.091
2016-02-11,2,4.500,14.781,72.887
2016-02-12,2,4.389,14.880,72.791
2016-02-13,2,4.397,14.946,72.762
2016-02-14,2,4.512,15.023,72.703
2016-02-15,2,4.596,15.112,72.468
2016-02-16,2,4.613,15.201,72.216
2016-02-17,2,4.617,15.307,72.006
2016-02-18,2,4.684,15.436,72.102
2016-02-19,2,4.730,15.611,72.027
2016-02-20,2,4.903,15.805,71.914
2016-02-21,2,5.131,15.946,71.577
2016-02-22,2,5.284,16.109,71.290
2016-02-23,2,5.354,16.274,71.032
2016-02-24,2,5.287,16.423,70.925
2016-02-25,2,5.244,16.543,70.829
2016-02-26,2,5.104,16.638,70.787
2016-02-27,2,5.036,16.745,70.687
2016-02-28,2,5.063,16.870,70.542
2016-02-29,2,5.090,17.018,70.418
2016-03-01,3,5.101,17.188,70.170
2016-03-02,3,5.095,17.370,69.857
2016-03-03,3,5.081,17.564,69.538
2016-03-04,3,5.184,17.756,68.990
2016-03-05,3,5.357,17.891,68.462
2016-03-06,3,5.405,17.982,68.211
2016-03-07,3,5.491,18.092,67.830
2016-03-08,3,5.472,18.224,67.446
2016-03-09,3,5.487,18.360,67.319
2016-03-10,3,5.574,18.525,67.037
2016-03-11,3,5.656,18.681,66.919
2016-03-12,3,5.714,18.790,66.873
2016-03-13,3,5.743,18.890,66.696
2016-03-14,3,5.776,19.003,66.456
2016-03-15,3,5.741,19.188,66.035
2016-03-16,3,5.735,19.360,65.596
2016-03-17,3,5.814,19.565,65.140
2016-03-18,3,5.901,19.781,64.820
2016-03-19,3,5.883,20.021,64.375
2016-03-20,3,5.827,20.272,63.950
2016-03-21,3,5.900,20.513,63.454
2016-03-22,3,6.209,20.735,62.695
2016-03-23,3,6.332,20.931,62.151
2016-03-24,3,6.275,21.213,61.495
2016-03-25,3,6.255,21.517,61.075
2016-03-26,3,6.369,21.685,60.791
2016-03-27,3,6.454,21.830,60.533
2016-03-28,3,6.480,21.981,60.257
2016-03-29,3,6.559,22.107,59.876
2016-03-30,3,6.656,22.264,59.231
2016-03-31,3,6.599,22.475,58.589
2016-04-01,4,6.678,22.720,58.129
2016-04-02,4,6.621,23.004,57.841
2016-04-03,4,6.536,23.341,57.470
2016-04-04,4,6.554,23.615,57.139
2016-04-05,4,6.672,23.942,56.450
2016-04-06,4,6.669,24.210,55.844
2016-04-07,4,6.803,24.448,55.177
2016-04-08,4,6.783,24.651,54.657
2016-04-09,4,6.896,24.867,54.074
2016-04-10,4,6.948,25.102,53.476
2016-04-11,4,7.115,25.271,53.147
2016-04-12,4,7.425,25.454,52.786
2016-04-13,4,7.639,25.699,52.218
2016-04-14,4,7.678,25.957,51.584
2016-04-15,4,7.743,26.224,51.014
2016-04-16,4,7.838,26.515,50.474
2016-04-17,4,7.933,26.781,49.883
2016-04-18,4,7.966,27.034,49.119
2016-04-19,4,7.973,27.215,48.508
2016-04-20,4,8.021,27.388,47.722
2016-04-21,4,7.998,27.605,47.114
2016-04-22,4,7.884,27.809,46.661
2016-04-23,4,8.048,27.984,46.181
2016-04-24,4,8.177,28.145,45.582
2016-04-25,4,8.204,28.298,45.004
2016-04-26,4,8.227,28.475,44.497
2016-04-27,4,8.254,28.647,43.998
2016-04-28,4,8.389,28.833,43.310
2016-04-29,4,8.479,29.003,42.632
2016-04-30,4,8.538,29.139,42.101
2016-05-01,5,8.652,29.301,41.540
2016-05-02,5,8.739,29.501,40.920
2016-05-03,5,8.745,29.638,40.689
2016-05-04,5,8.736,29.801,40.268
2016-05-05,5,8.836,29.930,39.859
2016-05-06,5,8.887,30.059,39.413
2016-05-07,5,8.852,30.224,39.030
2016-05-08,5,8.818,30.409,38.676
2016-05-09,5,8.992,30.542,38.395
2016-05-10,5,9.059,30.691,37.928
2016-05-11,5,9.030,30.823,37.644
2016-05-12,5,9.001,31.009,37.225
2016-05-13,5,9.031,31.258,36.593
2016-05-14,5,8.956,31.466,36.142
2016-05-15,5,8.854,31.688,35.738
2016-05-16,5,8.890,31.869,35.291
2016-05-17,5,8.939,32.058,34.701
2016-05-18,5,9.020,32.241,34.130
2016-05-19,5,9.129,32.411,33.826
2016-05-20,5,9.065,32.591,33.840
2016-05-21,5,8.878,32.775,33.965
2016-05-22,5,8.809,32.952,33.991
2016-05-23,5,9.005,33.020,34.009
2016-05-24,5,9.090,33.048,34.064
2016-05-25,5,9.103,33.190,33.797
2016-05-26,5,9.204,33.341,33.645
2016-05-27,5,9.350,33.546,33.200
2016-05-28,5,9.468,33.695,33.025
2016-05-29,5,9.546,33.727,33.313
2016-05-30,5,9.632,33.674,33.897
2016-05-31,5,9.555,33.709,34.114
2016-06-01,6,9.616,33.770,34.174
2016-06-02,6,9.772,33.841,34.026
2016-06-03,6,9.685,33.920,34.152
2016-06-04,6,9.584,34.018,34.364
2016-06-05,6,9.668,34.098,34.675
2016-06-06,6,9.671,34.190,34.820
2016-06-07,6,9.947,34.279,35.206
2016-06-08,6,9.879,34.368,35.409
2016-06-09,6,9.946,34.426,35.655
2016-06-10,6,9.847,34.532,35.769
2016-06-11,6,9.670,34.586,35.998
2016-06-12,6,9.512,34.648,36.149
2016-06-13,6,9.553,34.696,36.473
2016-06-14,6,9.587,34.679,36.969
2016-06-15,6,9.577,34.663,37.389
2016-06-16,6,9.610,34.644,37.846
2016-06-17,6,9.614,34.637,38.214
2016-06-18,6,9.719,34.668,38.497
2016-06-19,6,9.642,34.694,38.952
2016-06-20,6,9.507,34.643,39.774
2016-06-21,6,9.516,34.636,40.406
2016-06-22,6,9.312,34.656,41.056
2016-06-23,6,9.240,34.699,41.547
2016-06-24,6,9.254,34.777,41.943
2016-06-25,6,9.351,34.810,42.455
2016-06-26,6,9.396,34.839,42.929
2016-06-27,6,9.332,34.842,43.587
2016-06-28,6,9.271,34.787,44.450
2016-06-29,6,9.324,34.825,45.005
2016-06-30,6,9.295,34.838,45.619
2016-07-01,7,9.275,34.741,46.535
2016-07-02,7,9.254,34.622,47.362
2016-07-03,7,9.113,34.553,48.133
2016-07-04,7,8.983,34.554,48.705
2016-07-05,7,8.935,34.585,49.225
2016-07-06,7,9.006,34.584,49.673
2016-07-07,7,8.983,34.557,50.118
2016-07-08,7,8.766,34.511,50.706
2016-07-09,7,8.702,34.499,51.144
2016-07-10,7,8.651,34.500,51.407
2016-07-11,7,8.700,34.435,51.939
2016-07-12,7,8.659,34.322,52.807
2016-07-13,7,8.703,34.233,53.547
2016-07-14,7,8.710,34.120,54.396
2016-07-15,7,8.681,34.016,55.306
2016-07-16,7,8.594,33.843,56.440
2016-07-17,7,8.563,33.683,57.422
2016-07-18,7,8.534,33.521,58.269
2016-07-19,7,8.621,33.436,58.684
2016-07-20,7,8.656,33.404,58.920
2016-07-21,7,8.738,33.359,59.121
2016-07-22,7,8.634,33.391,59.258
2016-07-23,7,8.622,33.397,59.466
2016-07-24,7,8.493,33.367,59.893
2016-07-25,7,8.289,33.312,60.302
2016-07-26,7,8.141,33.179,61.234
2016-07-27,7,7.973,33.050,62.084
2016-07-28,7,7.865,33.017,62.488
2016-07-29,7,7.747,33.027,62.782
2016-07-30,7,7.655,32.938,63.466
2016-07-31,7,7.581,32.826,64.149
2016-08-01,8,7.480,32.685,64.964
2016-08-02,8,7.540,32.571,65.488
2016-08-03,8,7.578,32.477,65.846
2016-08-04,8,7.568,32.426,66.049
2016-08-05,8,7.457,32.399,66.315
2016-08-06,8,7.217,32.323,66.595
2016-08-07,8,7.207,32.273,66.937
2016-08-08,8,7.210,32.241,67.248
2016-08-09,8,7.201,32.166,67.744
2016-08-10,8,7.223,32.142,68.100
2016-08-11,8,7.201,32.019,68.972
2016-08-12,8,7.051,31.903,69.667
2016-08-13,8,6.907,31.864,70.033
2016-08-14,8,6.838,31.768,70.613
2016-08-15,8,6.860,31.737,70.886
2016-08-16,8,6.981,31.690,71.122
2016-08-17,8,6.905,31.591,71.487
2016-08-18,8,6.778,31.495,71.930
2016-08-19,8,6.682,31.514,71.836
2016-08-20,8,6.706,31.520,71.907
2016-08-21,8,6.750,31.494,72.028
2016-08-22,8,6.789,31.466,72.261
2016-08-23,8,6.761,31.384,72.653
2016-08-24,8,6.740,31.296,73.042
2016-08-25,8,6.717,31.240,73.292
2016-08-26,8,6.657,31.189,73.501
2016-08-27,8,6.686,31.206,73.421
2016-08-28,8,6.666,31.173,73.544
2016-08-29,8,6.650,31.074,73.913
2016-08-30,8,6.659,31.040,73.969
2016-08-31,8,6.684,31.021,74.129
2016-09-01,9,6.721,30.994,74.281
2016-09-02,9,6.883,30.995,74.204
2016-09-03,9,7.015,30.956,74.104
2016-09-04,9,7.052,30.929,74.025
2016-09-05,9,7.186,30.889,73.980
2016-09-06,9,7.320,30.882,73.632
2016-09-07,9,7.359,30.846,73.493
2016-09-08,9,7.461,30.835,73.365
2016-09-09,9,7.519,30.820,73.110
2016-09-10,9,7.626,30.832,72.744
2016-09-11,9,7.648,30.828,72.412
2016-09-12,9,7.742,30.848,71.997
2016-09-13,9,7.763,30.873,71.647
2016-09-14,9,7.760,30.935,71.255
2016-09-15,9,7.849,30.995,70.806
2016-09-16,9,7.780,31.058,70.252
2016-09-17,9,7.597,31.058,70.066
2016-09-18,9,7.680,31.025,70.054
2016-09-19,9,7.523,30.996,70.097
2016-09-20,9,7.421,30.985,70.063
2016-09-21,9,7.393,31.009,69.946
2016-09-22,9,7.488,30.986,69.869
2016-09-23,9,7.499,30.970,69.819
2016-09-24,9,7.483,30.986,69.560
2016-09-25,9,7.463,31.033,69.127
2016-09-26,9,7.427,31.065,68.787
2016-09-27,9,7.416,31.145,68.210
2016-09-28,9,7.427,31.231,67.593
2016-09-29,9,7.415,31.280,67.229
2016-09-30,9,7.359,31.331,66.815
2016-10-01,10,7.306,31.362,66.644
2016-10-02,10,7.284,31.366,66.615
2016-10-03,10,7.218,31.369,66.543
2016-10-04,10,7.242,31.315,66.679
2016-10-05,10,7.182,31.294,66.611
2016-10-06,10,7.105,31.254,66.605
2016-10-07,10,7.212,31.207,66.564
2016-10-08,10,7.198,31.190,66.336
2016-10-09,10,7.082,31.172,66.135
2016-10-10,10,7.032,31.200,65.496
2016-10-11,10,7.117,31.210,64.932
2016-10-12,10,7.252,31.198,64.435
2016-10-13,10,7.363,31.215,63.773
2016-10-14,10,7.300,31.183,63.444
2016-10-15,10,7.167,31.123,63.239
2016-10-16,10,7.178,31.098,62.862
2016-10-17,10,7.268,31.076,62.353
2016-10-18,10,7.364,31.017,62.022
2016-10-19,10,7.299,30.946,61.734
2016-10-20,10,7.284,30.904,61.395
2016-10-21,10,7.325,30.841,61.142
2016-10-22,10,7.445,30.805,60.799
2016-10-23,10,7.497,30.761,60.394
2016-10-24,10,7.579,30.710,60.043
2016-10-25,10,7.713,30.657,59.722
2016-10-26,10,7.688,30.587,59.488
2016-10-27,10,7.668,30.473,59.373
2016-10-28,10,7.692,30.405,58.981
2016-10-29,10,7.572,30.335,58.747
2016-10-30,10,7.494,30.294,58.438
2016-10-31,10,7.452,30.237,58.098
2016-11-01,11,7.277,30.132,57.881
2016-11-02,11,7.080,30.012,57.935
2016-11-03,11,6.932,29.911,57.942
2016-11-04,11,6.768,29.807,57.909
2016-11-05,11,6.640,29.686,58.102
2016-11-06,11,6.529,29.550,58.204
2016-11-07,11,6.485,29.427,58.093
2016-11-08,11,6.505,29.313,58.020
2016-11-09,11,6.424,29.176,57.878
2016-11-10,11,6.342,29.051,57.773
2016-11-11,11,6.210,28.922,57.749
2016-11-12,11,6.115,28.772,57.765
2016-11-13,11,6.117,28.663,57.523
2016-11-14,11,5.944,28.523,57.541
2016-11-15,11,5.953,28.371,57.503
2016-11-16,11,6.027,28.195,57.424
2016-11-17,11,5.921,28.020,57.305
2016-11-18,11,6.016,27.842,57.208
2016-11-19,11,6.021,27.629,57.318
2016-11-20,11,5.961,27.444,57.333
2016-11-21,11,5.871,27.303,57.214
2016-11-22,11,5.945,27.162,56.948
2016-11-23,11,5.963,27.022,56.697
2016-11-24,11,6.049,26.860,56.517
2016-11-25,11,6.251,26.729,56.011
2016-11-26,11,6.462,26.597,55.592
2016-11-27,11,6.628,26.451,55.231
2016-11-28,11,6.715,26.288,54.831
2016-11-29,11,6.693,26.111,54.737
2016-11-30,11,6.711,25.900,55.040
2016-12-01,12,6.687,25.682,55.410
2016-12-02,12,6.703,25.448,55.681
2016-12-03,12,6.705,25.292,55.387
2016-12-04,12,6.744,25.126,55.110
2016-12-05,12,6.773,24.925,54.973
2016-12-06,12,6.551,24.718,55.139
2016-12-07,12,6.420,24.512,55.412
2016-12-08,12,6.396,24.279,55.647
2016-12-09,12,6.338,24.106,55.931
2016-12-10,12,6.279,23.886,56.459
2016-12-11,12,6.168,23.727,56.831
2016-12-12,12,6.005,23.559,57.162
2016-12-13,12,5.914,23.381,57.403
2016-12-14,12,5.936,23.228,57.477
2016-12-15,12,5.984,23.057,57.590
2016-12-16,12,5.931,22.844,57.824
2016-12-17,12,5.915,22.661,58.073
2016-12-18,12,5.915,22.447,58.329
2016-12-19,12,5.936,22.260,58.468
2016-12-20,12,6.023,22.116,58.437
2016-12-21,12,6.125,21.928,58.517
2016-12-22,12,6.035,21.758,58.566
2016-12-23,12,5.869,21.542,58.954
2016-12-24,12,5.750,21.363,59.355
2016-12-25,12,5.806,21.137,59.990
2016-12-26,12,5.852,20.980,60.248
2016-12-27,12,5.869,20.836,60.394
2016-12-28,12,5.900,20.692,60.482
2016-12-29,12,5.966,20.533,60.762
2016-12-30,12,6.043,20.359,61.143
2016-12-31,12,6.120,20.203,61.614
2017-01-01,1,6.096,19.974,62.183
